SP;Nro Arb;COD;CIF;NOMBRE VULGAR;NOMBRE CIENTIFICO ;POM;X;Y;DAP;CD;HT;HC;ESTE;NORTE
20;3;;;Machimango;Eschweilera bracteosa;;5;13.5;10.8;10 a 19.9;1.375.332;6.659.368;667124;9537357.5
20;4;;;Machimango;Eschweilera parvifolia;1.4;5.55;10.41;13.5;10 a 19.9;1.463.865;88.576;667124.55;9537354.41
20;5;;;Sangre de grado;Pterocarpus santalinoides;3.4;4.9;16.3;47;40 a 49.9;256.233;290.983;667123.9;9537360.3
21;1;;;Chimicua;Perebea xanthochyma;;0.6;21.25;13.2;10 a 19.9;1.454.028;8.617.528;667119.6;9537365.25
21;2;;;Palo cana;Sterigmapetalum obovatum;;1.1;21.5;20.9;20 a 29.9;17;13.15;667120.1;9537365.5
21;3;;;Quina quina;Quiina florida;;1.6;22.21;6;0 a 9.9;5.94;3.96;667120.6;9537366.21
21;4;;;Shiringa;Hevea pauciflora var. coriacea;;1.8;22.33;6.2;0 a 9.9;13.35;8.3;667120.8;9537366.33
21;5;;;Cafecillo del monte;Lacistema aggregatum;;1.85;23.8;6.1;0 a 9.9;7.28;4;667120.85;9537367.8
21;6;;;Anonilla;Trigynaea duckei;;3.1;24.54;7.3;0 a 9.9;10;7.4;667122.1;9537368.54
21;7;;;Machimango;Eshweilera albiflora;;3.4;23.3;21.1;20 a 29.9;30.8;27.35;667122.4;9537367.3
21;8;;;Guabilla;Dialium guianense;;6.35;21.2;6.9;0 a 9.9;8.66;3.8;667125.35;9537365.2
21;9;;;Copal;Protium divaricatum;;6.9;23.3;14.1;10 a 19.9;16.4;10.9;667125.9;9537367.3
21;10;;;Carahuasca;Guatteria elata;;7.3;24.7;6.5;0 a 9.9;10.85;3.95;667126.3;9537368.7
21;11;;;Anonilla;Anaxagorea brevipes;;8.35;21.1;8;0 a 9.9;8.36;4.5;667127.35;9537365.1
21;12;;;Tortuga caspi;Duguetia latifolia;;8.35;20.93;8;0 a 9.9;15;8.1;667127.35;9537364.93
21;13;;;Copal;Dacryodes peruviana;;8.7;21;15;10 a 19.9;20.8;13.27;667127.7;9537365
21;66;;411;Chambira;Astrocaryum chambira;;5.3;26;27;20 a 29.9;34.4;28.9;667124.3;9537370
22;1;;;Yarina;Phytelephas macrocarpa;;11.2;26.2;13;10 a 19.9;144.747;84.569;667130.2;9537370.2
22;2;;;Shimbillo;Inga ruiziana;;10.5;23;31.9;30 a 39.9;2.067.201;21.586.352;667129.5;9537367
23;1;;;Huacapusillo;Minquartia guianensis;;20.2;22.5;13.4;10 a 19.9;1.460.586;8.777.692;667139.2;9537366.5
23;2;;;Chullachaqui caspi;Caraipa utilis;;23.9;21.9;10.4;10 a 19.9;1.362.216;6.326.512;667142.9;9537365.9
23;3;;;Shimbillo;Inga ruiziana;;26.25;21.5;20.3;20 a 29.9;1.686.837;14.019.208;667145.25;9537365.5
23;4;;;Caimitillo;Pouteria guianensis;;27.5;20.4;11.2;10 a 19.9;1.388.448;6.990.368;667146.5;9537364.4
24;1;;;Sacha parinari;Parinari excelsa;;38;24.6;10.8;10 a 19.9;1.375.332;6.659.368;667157;9537368.6
24;2;;;Huarmicaspi;Heisteria spp;;37.4;25.2;10.5;10 a 19.9;1.365.495;64.099;667156.4;9537369.2
24;3;;;Carahuasca;Guatteria elata;;32.4;25.7;25.1;20 a 29.9;1.844.229;17.339.752;667151.4;9537369.7
24;4;;;Chimicua;Perebea guianensis;;32.26;21.8;14.1;10 a 19.9;1.483.539;9.334.612;667151.26;9537365.8
25;1;;;Moena;Ocotea spp;;48.2;26.2;20;20 a 29.9;16.77;138.028;667167.2;9537370.2
25;2;;411;Huicungo;Astrocaryum murumuru;;48.6;29;15;10 a 19.9;151.305;100.423;667167.6;9537373
25;3;;;Quillosisa;Vochysia braceliniae;;42.65;20.5;21.4;20 a 29.9;1.722.906;14.803.772;667161.65;9537364.5
25;4;;;Anonilla;Fusaea longifolia;;44.8;20.6;13;10 a 19.9;144.747;84.569;667163.8;9537364.6
25;5;;;Machimango;Eschweilera albiflora;;45.35;22.5;29.3;20 a 29.9;1.981.947;20.025.988;667164.35;9537366.5
25;6;;;Tamamuri;Leonia glycycarpa;;46.27;24.1;17.3;10 a 19.9;1.588.467;11.808.148;667165.27;9537368.1
26;1;;;Parinari;Licania apetala;1.88;59.55;26.3;35.7;30 a 39.9;2.191.803;23.725.828;667178.55;9537370.3
26;2;;;Cetico;Cecropia distachya;1.57;57.4;26.9;30;30 a 39.9;20.049;204.538;667176.4;9537370.9
26;3;;;Carahuasca;Guatteria elata;;56.5;27.2;15.3;10 a 19.9;1.522.887;10.276.108;667175.5;9537371.2
26;4;;;Guayabillo;Calyptranthes krugioides;;55.7;28;13.1;10 a 19.9;1.450.749;8.537.272;667174.7;9537372
26;5;;;Caimitillo;Pouteria guianensis;;51.5;20.6;14;10 a 19.9;148.026;92.554;667170.5;9537364.6
26;6;;;Machimango;Eschweilera albiflora;;59.35;21.4;13.4;10 a 19.9;1.460.586;8.777.692;667178.35;9537365.4
26;7;;;copal;Protium amazonicum;;55.7;22.8;11.4;10 a 19.9;1.395.006;7.155.172;667174.7;9537366.8
26;8;;;Limoncillo;Siparuna guianensis;;56.7;24.5;29.9;20 a 29.9;2.001.621;20.393.032;667175.7;9537368.5
27;1;;;Sacha mango;Grias neuberthii;;64.3;27.8;16;10 a 19.9;154.584;108.176;667183.3;9537371.8
27;2;;;Machimango;Eschweilera albiflora;;65.5;26.7;14.8;10 a 19.9;1.336.004.759;1.182.561.675;667184.5;9537370.7
28;1;;;Machimango;Eschweilera albiflora;;76.7;23.7;41.9;40 a 49.9;2.395.101;26.856.952;667195.7;9537367.7
28;2;;;Copal;Protium amazonicum;;74.6;26.7;12.7;10 a 19.9;1.820.479.137;1.033.543.269;667193.6;9537370.7
28;3;;;Fariña caspi ;Sloanea floribunda;;73.8;24.8;12.3;10 a 19.9;1.300.206.708;5.983.502.583;667192.8;9537368.8
28;4;;;Pashaco;Parkia velutina;;71.25;22.2;19.8;10 a 19.9;1.670.442;13.657.948;667190.25;9537366.2
28;5;;;Shimbillo;Inga ruiziana;1.85;72.1;22.2;29.2;20 a 29.9;1.978.668;19.964.408;667191.1;9537366.2
28;6;;;Quinilla;Ecclinusa ramiflora;;73.17;23.4;13.2;10 a 19.9;1.454.028;8.617.528;667192.17;9537367.4
28;7;;;Cacahuillo;Theobroma speciosum;;77.7;25.3;19.8;10 a 19.9;1.670.442;13.657.948;667196.7;9537369.3
29;1;;;Shimbillo;Inga ruiziana;1.65;81.8;25.8;23.6;20 a 29.9;1.795.044;16.330.792;667200.8;9537369.8
29;2;;;Guaba;Inga heterophylla;;80.55;23.3;40;40 a 49.9;2.234.714.861;1.443.856.051;667199.55;9537367.3
29;3;;;Caimitillo;Pouteria guianensis;;86.8;27.4;16.7;10 a 19.9;1.568.793;11.353.408;667205.8;9537371.4
30;1;;;Cumala;Virola duckei;;93.13;27.9;15.8;10 a 19.9;1.539.282;10.663.468;667212.13;9537371.9
30;2;;;Cacao del monte;Theobroma obovatum;;91.8;26.8;24.2;20 a 29.9;1.814.718;16.737.508;667210.8;9537370.8
30;3;;;Canilla de vieja;Duguetia spixiana;;90.2;26.36;15.1;10 a 19.9;1.516.329;10.120.352;667209.2;9537370.36
30;4;;;Machimango;Eschweilera albiflora;1.6;97.8;24;37.6;30 a 39.9;2.254.104;24.732.752;667216.8;9537368
30;5;;;Chimicua;Perebea guianensis;;97.1;28.7;15.3;10 a 19.9;1.522.887;10.276.108;667216.1;9537372.7
30;6;;;Cumala;Virola duckei;;96.9;28.8;10.5;10 a 19.9;1.365.495;64.099;667215.9;9537372.8
30;7;;;Tahuari;Handroanthus serratifolius;;93.9;25;70.6;70 a 79.9;3.467.473;2.292.822.978;667212.9;9537369
31;1;;111;Canilla de vieja;Duguetia spixiana;;96.7;36.5;10;10 a 19.9;13.491;59.918;667215.7;9537380.5
31;2;;111;Machimango;Eschweilera albiflora;;97.8;36.5;11.4;10 a 19.9;1.395.006;7.155.172;667216.8;9537380.5
31;3;;111;Parinari;Licania apetala;;100;37.5;19.3;10 a 19.9;1.654.047;13.293.788;667219;9537381.5
31;4;;111;Cumala caupuri;Virola pavonis;3m;94.1;34.4;62;60 a 69.9;305.418;339.418;667213.1;9537378.4
31;5;;111;Machimango;Eschweilera albiflora;;93.5;30;37;30 a 39.9;223.443;244.193;667212.5;9537374
31;6;;111;Fariña caspi ;Sloanea floribunda;;99;33.8;12.6;10 a 19.9;1.434.354;8.134.252;667218;9537377.8
31;7;;111;Añallu caspi;Swartzia calva;;99.5;33.9;11.8;10 a 19.9;1.408.122;7.483.388;667218.5;9537377.9
32;1;;111;Canilla de vieja;Duguetia spixiana;;84.4;34.8;16.7;10 a 19.9;1.568.793;11.353.408;667203.4;9537378.8
32;2;;111;Copal;Protium hebetatum;2.4;85.2;34.8;54;50 a 59.9;2.586.047.889;1.946.081.049;667204.2;9537378.8
32;3;;111;Achiotillo;Bixa orellana;;84.9;30.08;25.5;20 a 29.9;1.857.345;176.044;667203.9;9537374.08
32;4;;111;Pashaco;Parkia velutina;3m;87.7;35.9;70;70 a 79.9;2.920.562.674;2.525.364.685;667206.7;9537379.9
33;1;;;Fariña caspi ;Sloanea floribunda;;76;36.6;10.5;10 a 19.9;1.365.495;64.099;667195;9537380.6
33;2;;;Quinilla;Pouteria cuspidata;;72.5;38.2;12.1;10 a 19.9;1.417.959;7.728.332;667191.5;9537382.2
33;3;;;Requia;Guarea guidonia;;71;36.5;11.3;10 a 19.9;1.391.727;7.072.828;667190;9537380.5
33;4;;;Cumala;Virola duckei;2.5;70.7;33.6;54;50 a 59.9;279.186;316.834;667189.7;9537377.6
33;5;;;Shimbillo;Inga ruiziana;;70.4;31.5;13;10 a 19.9;144.747;84.569;667189.4;9537375.5
33;6;;;Cumala caupuri;Virola pavonis;;78.1;30.07;13.3;10 a 19.9;1.457.307;8.697.668;667197.1;9537374.07
33;7;;;Shimbillo;Inga ruiziana;;77.8;32.5;15.4;10 a 19.9;1.526.166;10.353.812;667196.8;9537376.5
34;1;;;Anonillo;Rollinia pittieri;;67;37.2;65.3;60 a 69.9;3.162.387;34.657.108;667186;9537381.2
34;2;;;Rifari;Rinorea flavescens;;67.2;38;10.5;10 a 19.9;1.365.495;64.099;667186.2;9537382
34;3;;;Machimango;Eschweilera albiflora;;61.7;35.8;14.6;10 a 19.9;1.499.934;9.728.932;667180.7;9537379.8
34;4;;;Requia;Guarea guidonia;;61.3;35.9;11.2;10 a 19.9;1.388.448;6.990.368;667180.3;9537379.9
34;5;;;Remo caspi;Aspidosperma excelsum;1.9;62.2;33.3;35;30 a 39.9;216.885;233.443;667181.2;9537377.3
34;6;;;Tangarana;Triplaris americana;;62.8;32.5;11;10 a 19.9;138.189;68.251;667181.8;9537376.5
34;7;;;Copal;Protium amazonicum;;65.9;31.1;12.5;10 a 19.9;1.431.075;80.533;667184.9;9537375.1
34;8;;;Punga;Pseudobombax munguba;;66.2;31.2;17.6;10 a 19.9;1.598.304;12.033.952;667185.2;9537375.2
34;9;;;Shimbillo;Inga ruiziana;;68.86;31.2;17.3;10 a 19.9;1.588.467;11.808.148;667187.86;9537375.2
35;1;;;Canilla de vieja;Duguetia spixiana;;56;36.8;23.7;20 a 29.9;1.798.323;16.398.868;667175;9537380.8
35;2;;;Quinilla;Pouteria cuspidata;;53.9;38;11.1;10 a 19.9;1.385.169;6.907.792;667172.9;9537382
35;3;;;Aguanillo;Pouteria guianensis;;53.6;36.5;16.2;10 a 19.9;1.552.398;10.971.268;667172.6;9537380.5
35;4;;;Parinari;Licania apetala;;53.6;36.1;13;10 a 19.9;144.747;84.569;667172.6;9537380.1
35;5;;;Machimango;Eschweilera albiflora;;54.3;34.2;22.1;20 a 29.9;1.745.859;15.295.732;667173.3;9537378.2
35;6;;;Aguanillo;Pouteria guianensis;;50;34.1;23.2;20 a 29.9;1.781.928;16.057.328;667169;9537378.1
35;7;;;Palo de sangre;Batocarpus costaricensis;;50;36.2;21.9;20 a 29.9;1.739.301;15.155.752;667169;9537380.2
36;1;;;Quinilla;Pouteria cuspidata;;44.8;35.6;23;20 a 29.9;177.537;159.199;667163.8;9537379.6
36;2;;;Requia;Guarea guidonia;;44.7;38.3;12.2;10 a 19.9;1.421.238;7.809.748;667163.7;9537382.3
36;3;;;Cacao;Theobroma cacao;;42.1;36.3;13.2;10 a 19.9;1.454.028;8.617.528;667161.1;9537380.3
36;4;;;Pashaco;Parkia velutina;2.3;43.35;35.2;62;60 a 69.9;305.418;339.418;667162.35;9537379.2
36;5;;;Cacao colorado;Theobroma cacao;;40.9;31.7;16.4;10 a 19.9;1.558.956;11.124.472;667159.9;9537375.7
36;6;;;Requia;Guarea guidonia;;49.8;32.6;15.1;10 a 19.9;1.516.329;10.120.352;667168.8;9537376.6
36;7;;;Machimango;Eschweilera albiflora;;48.45;34.5;20.9;20 a 29.9;1.706.511;14.448.892;667167.45;9537378.5
37;1;;;Sacha quinilla;Manilkara bidentata;;35.2;35.8;11.4;10 a 19.9;1.395.006;7.155.172;667154.2;9537379.8
37;2;;;Guayabillo;Calyptranthes krugioides;;34.4;35.6;11.4;10 a 19.9;1.395.006;7.155.172;667153.4;9537379.6
37;3;;;Shiringa;Hevea pauciflora var. coriacea;;31.1;38.2;40.1;40 a 49.9;2.336.079;25.993.852;667150.1;9537382.2
37;4;;;Sacha uvilla;Pourouma ovata;1.8;32.15;34.08;17.1;10 a 19.9;1.581.909;11.657.032;667151.15;9537378.08
37;5;;;Sacha limón;Miconia elata;;32.55;33.7;24.1;20 a 29.9;1.811.439;16.670.012;667151.55;9537377.7
37;6;;;Copal;Protium amazonicum;;37.57;31.8;10.8;10 a 19.9;1.375.332;6.659.368;667156.57;9537375.8
37;7;;;Añallu caspi;Dicymbe uaiparuensis;;37.6;34.2;27.5;20 a 29.9;1.922.925;188.998;667156.6;9537378.2
37;8;;;Guabilla;Dialium guianense;;39.1;34.9;10.5;10 a 19.9;1.365.495;64.099;667158.1;9537378.9
38;1;;;Shimbillo colorado;Parkia pendula;3m;25.7;34.9;61.7;60 a 69.9;3.044.343;33.870.508;667144.7;9537378.9
38;2;;;Requia;Guarea guidonia;;27.3;35.1;12.4;10 a 19.9;1.427.796;7.972.232;667146.3;9537379.1
38;3;;;Quinilla;Pouteria cuspidata;;28.8;34.8;12.1;10 a 19.9;1.417.959;7.728.332;667147.8;9537378.8
38;4;;;Aguanillo;Pouteria guianensis;;27.7;39.1;16.5;10 a 19.9;1.562.235;112.009;667146.7;9537383.1
38;5;;;Carahuasca;Guatteria elata;;26.9;38.8;11.6;10 a 19.9;1.401.564;7.319.512;667145.9;9537382.8
38;6;;;Cumala negra;Virola flexuosa;;20.25;33.8;15.8;10 a 19.9;1.539.282;10.663.468;667139.25;9537377.8
38;7;;;Shimbillo;Inga ruiziana;;25;32.6;22.3;20 a 29.9;1.752.417;15.435.248;667144;9537376.6
39;1;;;Cumala;Virola duckei;;15.4;39.2;15.3;10 a 19.9;1.522.887;10.276.108;667134.4;9537383.2
39;2;;;Aguanillo;Pouteria guianensis;;11;39.4;15.1;10 a 19.9;1.516.329;10.120.352;667130;9537383.4
39;3;;;Canilla de vieja;Duguetia spixiana;;11;29.4;11.5;10 a 19.9;1.398.285;72.374;667130;9537373.4
39;4;;;Cacao colorado;Theobroma cacao;;10.2;32.2;19.5;10 a 19.9;1.660.605;134.398;667129.2;9537376.2
39;5;;;Sacha huito;Genipa americana;;10.65;30.03;13.4;10 a 19.9;1.460.586;8.777.692;667129.65;9537374.03
39;6;;;Shimbillo;Inga ruiziana;;13.2;31.7;19.9;10 a 19.9;1.673.721;13.730.432;667132.2;9537375.7
39;7;;;Espintana;Xylopia benthamii;;18.5;34.1;13.3;10 a 19.9;1.457.307;8.697.668;667137.5;9537378.1
39;8;;;Cresta de gallo;Warszewiczia cordata;;20;37.5;20.9;20 a 29.9;1.706.511;14.448.892;667139;9537381.5
40;1;;;Limoncillo;Siparuna guianensis;;6.5;35.9;5.8;0 a 9.9;1.211.382;2.365.268;667125.5;9537379.9
40;2;;;Chontaquiro;Diplotropis purpurea;;6.4;36.1;26.5;20 a 29.9;1.890.135;182.579;667125.4;9537380.1
40;3;;;Limoncillo;Siparuna guianensis;;6.25;35.1;11.6;10 a 19.9;1.401.564;7.319.512;667125.25;9537379.1
40;4;;;Shimbillo;Inga ruiziana;;6.2;37.5;14.6;10 a 19.9;1.499.934;9.728.932;667125.2;9537381.5
40;5;;;Lobo sanango;Tabernaemontana sananho;;0.7;37.6;11.6;10 a 19.9;1.401.564;7.319.512;667119.7;9537381.6
40;6;;;Sacha huito;Genipa americana;;2.4;34.8;11;10 a 19.9;138.189;68.251;667121.4;9537378.8
40;7;;;Chimicua;Perebea guianensis;;0.2;31.5;24.9;20 a 29.9;1.837.671;17.206.732;667119.2;9537375.5
40;8;;;copal;Protium amazonicum;;2.7;33.4;16.3;10 a 19.9;1.555.677;11.047.928;667121.7;9537377.4
40;9;;;Parinari;Licania apetala;;3.6;31.3;20.9;20 a 29.9;1.706.511;14.448.892;667122.6;9537375.3
41;1;;;Chimicua;Perebea guianensis;;1.1;49.6;15.7;10 a 19.9;1.536.003;10.586.228;667120.1;9537393.6
41;2;;;Cetico colorado;Cecropia sciadophylla;;2.4;40.51;37.6;30 a 39.9;2.254.104;24.732.752;667121.4;9537384.51
41;3;;;Cetico colorado;Cecropia sciadophylla;;1.9;40.6;44;40 a 49.9;246.396;278.164;667120.9;9537384.6
41;4;;;Shimbillo;Inga ruiziana;;3.27;42;11.6;10 a 19.9;1.401.564;7.319.512;667122.27;9537386
41;5;;;Aguanillo;Pouteria guianensis;;5.2;43.3;11.9;10 a 19.9;1.411.401;7.565.152;667124.2;9537387.3
41;6;;;Shimbillo;Inga ruiziana;1.45;8.4;48.1;28.7;20 a 29.9;1.962.273;19.654.768;667127.4;9537392.1
41;7;;;shimbillo;Inga ruiziana;;7;48.3;17.5;10 a 19.9;1.595.025;119.588;667126;9537392.3
41;8;;;Machimango;Eschweilera albiflora;;8;41.1;13.6;10 a 19.9;1.467.144;8.937.392;667127;9537385.1
42;1;;411;Huicungo;Astrocaryum murumuru;;12;48.2;18.2;10 a 19.9;1.617.978;12.482.428;667131;9537392.2
42;2;;;Limoncillo;Siparuna guianensis;1.45;11.3;43.6;16.8;10 a 19.9;1.572.072;11.429.488;667130.3;9537387.6
42;3;;;Lupuna;Pseudobombax munguba;;10.4;42.4;17.3;10 a 19.9;1.588.467;11.808.148;667129.4;9537386.4
42;4;;;Copal;Protium amazonicum;;15;44.5;18.3;10 a 19.9;1.621.257;12.556.768;667134;9537388.5
43;1;;;Chimicua;Perebea guianensis;;21.4;49.1;19.4;10 a 19.9;1.657.326;13.366.852;667140.4;9537393.1
43;2;;;Cumala;Virola duckei;;21.5;47.6;18.1;10 a 19.9;1.614.699;12.407.972;667140.5;9537391.6
43;3;;;Huacapu;Minquartia guianensis;;21.6;44.7;25.8;20 a 29.9;1.867.182;17.801.668;667140.6;9537388.7
43;4;;;Sacha guayaba;Casearia decandra;;21.1;42;11.8;10 a 19.9;1.408.122;7.483.388;667140.1;9537386
43;5;;;Cumala caupuri;Virola pavonis;;29.98;41.8;22.6;20 a 29.9;1.762.254;15.643.652;667148.98;9537385.8
43;6;;;Palometa huayo;Miconia spp;;29;46.3;12.6;10 a 19.9;1.434.354;8.134.252;667148;9537390.3
43;7;;;Cumala;Iryanthera paraensis;;23.6;47.4;12.8;10 a 19.9;1.440.912;8.295.808;667142.6;9537391.4
44;1;;411;Huicungo;Astrocaryum murumuru;;31.4;46;16.5;10 a 19.9;1.562.235;112.009;667150.4;9537390
44;2;;;Chimicua;Perebea guianensis;;36.55;41.1;22.3;20 a 29.9;1.752.417;15.435.248;667155.55;9537385.1
44;3;;;Cumala;Virola duckei;;37.4;41.6;28.7;20 a 29.9;1.962.273;19.654.768;667156.4;9537385.6
44;4;;;Huarmicaspi;Heisteria spp;;39.3;43.7;17.9;10 a 19.9;1.608.141;12.258.712;667158.3;9537387.7
44;5;;;Canilla de vieja;Duguetia spixiana;;38.8;45.1;15.6;10 a 19.9;1.532.724;10.508.872;667157.8;9537389.1
44;6;;;Cumala;Virola duckei;;38.5;45.9;11.3;10 a 19.9;1.391.727;7.072.828;667157.5;9537389.9
44;7;;;Huacapusillo;Minquartia guianensis;;38.7;46;11.6;10 a 19.9;1.401.564;7.319.512;667157.7;9537390
45;1;;;Carahuasca;Guatteria elata;;42.6;49.5;25;20 a 29.9;184.095;172.733;667161.6;9537393.5
45;2;;;Achiotillo;Bixa orellana;1.9;43.8;47.4;17.5;10 a 19.9;1.595.025;119.588;667162.8;9537391.4
45;3;;;Machimango;Eschweilera albiflora;;46.6;44.1;19;10 a 19.9;164.421;130.739;667165.6;9537388.1
45;4;;;Achiotillo;Bixa orellana;;49.4;42;22.5;20 a 29.9;1.758.975;155.743;667168.4;9537386
45;5;;;Fariña caspi ;Sloanea floribunda;;48;44.7;20.6;20 a 29.9;1.696.674;14.234.572;667167;9537388.7
45;6;;;Caimitillo;Pouteria guianensis;;48.2;47.2;20;20 a 29.9;16.77;138.028;667167.2;9537391.2
46;1;;;Canilla de vieja;Duguetia spixiana;;55.6;41.6;13.4;10 a 19.9;1.460.586;8.777.692;667174.6;9537385.6
46;2;;;Boa caspi;Xylopia spp;;59.7;42.3;17.4;10 a 19.9;1.591.746;11.883.532;667178.7;9537386.3
46;3;;;Tangarana;Triplaris americana;;59.2;43.1;11.3;10 a 19.9;1.391.727;7.072.828;667178.2;9537387.1
46;4;;;Pata de vaca;Bauhinia tarapotense;;59.9;44.1;17.5;10 a 19.9;1.595.025;119.588;667178.9;9537388.1
47;1;;;Sacha limón;Miconia elata;;61.4;48.9;14.5;10 a 19.9;1.496.655;96.503;667180.4;9537392.9
47;2;;;Aguanillo;Pouteria guianensis;;67.2;45.2;33;30 a 39.9;210.327;222.229;667186.2;9537389.2
47;3;;411;Cashapona;Socratea exorrhiza;;68.2;42.2;11.1;10 a 19.9;1.385.169;6.907.792;667187.2;9537386.2
48;1;;;Shimbillo;Inga ruiziana;;73.4;40;19.7;10 a 19.9;1.667.163;13.585.348;667192.4;9537384
48;2;;;Caimitillo;Pouteria guianensis;;72.1;45;10.4;10 a 19.9;1.362.216;6.326.512;667191.1;9537389
48;3;;;Marimari;Vochysia vismiifolia;;73.7;45.2;24;20 a 29.9;180.816;166.024;667192.7;9537389.2
48;4;;;Shimbillo;Inga ruiziana;;75.3;44.5;49.9;40 a 49.9;2.657.421;30.238.232;667194.3;9537388.5
48;5;;;Intuto caspi;SWartzia benthamiana;;75.75;45.2;11;10 a 19.9;138.189;68.251;667194.75;9537389.2
48;6;;;Requia;Guarea guidonia;;75.5;46.4;11.7;10 a 19.9;1.404.843;7.401.508;667194.5;9537390.4
49;1;;;Palometa huayo;Miconia spp;;83.5;49.9;21.7;20 a 29.9;1.732.743;15.015.308;667202.5;9537393.9
49;2;;;Chontaquiro;Diplotropis purpurea;;80.8;43;40.9;40 a 49.9;2.362.311;26.382.092;667199.8;9537387
49;3;;;Machimango;Eschweilera albiflora;;80.82;40.34;12.9;10 a 19.9;1.444.191;8.376.412;667199.82;9537384.34
49;4;;;Machimango;Eschweilera albiflora;;82.2;40.4;10.2;10 a 19.9;1.355.658;6.159.388;667201.2;9537384.4
49;5;;;Caimitillo;Pouteria guianensis;;89.1;40.6;12.9;10 a 19.9;1.444.191;8.376.412;667208.1;9537384.6
49;6;;;Caimitillo;Pouteria guianensis;;87.7;41.8;18.1;10 a 19.9;1.614.699;12.407.972;667206.7;9537385.8
49;7;;;Yacushapana;Terminalia corrugata;1.96;85.7;43.7;42.4;40 a 49.9;2.411.496;27.090.032;667204.7;9537387.7
50;1;;;Quinilla;Pouteria cuspidata;;92.4;42.7;14.5;10 a 19.9;1.496.655;96.503;667211.4;9537386.7
50;2;;;Cafecillo del monte;Pentagonia amazonica;;93.2;42.5;12.7;10 a 19.9;1.437.633;8.215.088;667212.2;9537386.5
50;3;;;Guayabillo del monte;Rinorea viridifolia;;98.13;42.5;10.2;10 a 19.9;1.355.658;6.159.388;667217.13;9537386.5
50;4;;;Carahuasca;Guatteria elata;;98;48;12.7;10 a 19.9;1.437.633;8.215.088;667217;9537392
51;1;;;Requia;Guarea guidonia;;98.75;57;11.6;10 a 19.9;1.401.564;7.319.512;667217.75;9537401
51;2;;;Achiotillo;Bixa orellana;;93.3;58.6;20.4;20 a 29.9;1.690.116;14.091.112;667212.3;9537402.6
51;3;;;Tamara;Zanthoxylum monophyllum;;92.5;55.8;19;10 a 19.9;164.421;130.739;667211.5;9537399.8
51;4;;;Sacha huito;Genipa americana;;95.1;53.03;12.5;10 a 19.9;1.431.075;80.533;667214.1;9537397.03
51;5;;;Mojara caspi;Sloanea floribunda;;94.42;50.02;10.2;10 a 19.9;1.355.658;6.159.388;667213.42;9537394.02
51;6;;;Limoncillo;Siparuna guianensis;2m;96.8;51.08;37;30 a 39.9;223.443;244.193;667215.8;9537395.08
51;7;;;Rifari;Rinorea flavescens;;100;50.09;11;10 a 19.9;138.189;68.251;667219;9537394.09
52;1;;;Moena;Ocotea bracteosa;;86.25;57.1;11;10 a 19.9;138.189;68.251;667205.25;9537401.1
52;2;;;Copal;Trattinnickia peruviana;;88.88;58.4;55.1;50 a 59.9;2.493.035.156;1.341.634.885;667207.88;9537402.4
52;3;;;Copal;Protium amazonicum;;87.35;60;31.2;30 a 39.9;2.044.248;21.173.968;667206.35;9537404
52;4;;;Cafecillo del monte;Pentagonia amazonica;;83.9;57.08;24;20 a 29.9;180.816;166.024;667202.9;9537401.08
52;5;;;Cacao del monte;Theobroma obovatum;;83.4;57.8;14.5;10 a 19.9;1.496.655;96.503;667202.4;9537401.8
52;6;;411;Chambira;Astrocaryum murumuru;;87.8;53.8;14.9;10 a 19.9;1.509.771;9.964.132;667206.8;9537397.8
52;7;;;Machimango;Eschweilera itayensis;;;;6.3;0 a 9.9;1.227.777;2.807.728;;
52;8;;;;;;;;7.6;0 a 9.9;1.270.404;3.944.552;;
52;9;;;Guayabillo;Calyptranthes macrophylla;;;;10;10 a 19.9;13.491;59.918;;
52;10;;;Carahuasca;Guatteria boliviana;;;;7.2;0 a 9.9;1.257.288;3.596.848;;
52;11;;;Quinilla;Pouteria rostrata;;;;7;0 a 9.9;125.073;34.223;;
52;12;;;Guayabillo;Calyptranthes plicata;;;;9.7;0 a 9.9;1.339.263;5.739.548;;
52;13;;;Guayabillo del monte;Rinorea viridifolia;;;;6.5;0 a 9.9;1.234.335;29.839;;
52;14;;;Moena;Aniba megaphylla;;;;5.6;0 a 9.9;1.204.824;2.187.472;;
52;15;;;;;;;;9.1;0 a 9.9;1.319.589;5.231.912;;
52;16;;;Caimitillo;Helicostylis scabra;;;;7.7;0 a 9.9;1.273.683;4.031.188;;
52;17;;;Quinilla;Micropholis guyanensis;;;;5.7;0 a 9.9;1.208.103;2.276.428;;
53;1;;;Requia;Guarea guidonia;;72.8;58.3;18.5;10 a 19.9;1.627.815;127.051;667191.8;9537402.3
53;2;;;Copal;Protium amazonicum;;72.35;52.9;12.4;10 a 19.9;1.427.796;7.972.232;667191.35;9537396.9
53;3;;;Quinilla;Pouteria cuspidata;;77.4;55;10.5;10 a 19.9;1.365.495;64.099;667196.4;9537399
53;4;;;Canilla de vieja ;Duguetia spixiana;;78.2;59.2;11.9;10 a 19.9;1.411.401;7.565.152;667197.2;9537403.2
54;1;;;Sacha uvilla ;Pourouma ovata;2m;64.3;58.7;30;30 a 39.9;20.049;204.538;667183.3;9537402.7
